## Northumbria University, Release r32 (SWID 119)
## 01-01-2024 10:00:00
## -1071 377 -592 257 1618 -697 605 -251 0
## Dockable table = FALSE
# v1raw v2raw  v1 v2  ppu resp  gx gy gz mark
227 156 5 3 -75 -156 2 -1 1 0000
278 189 6 3 -114 -146 0 -1 -1 0000
332 201 7 4 -75 -96 -1 0 -3 0000
336 217 7 4 -80 -133 0 1 -2 0000
393 236 8 5 -86 -135 -3 -2 2 0000
351 194 7 4 -36 -132 -1 -3 3 0000
332 185 7 4 -57 -105 -3 -3 -4 0000
310 182 6 4 0 -150 -1 -4 -2 0000
393 243 8 5 -37 -113 -1 2 2 0000
319 172 6 4 -37 -74 1 -2 -1 0000
354 164 7 4 21 -96 -1 0 -2 0000
365 236 7 4 23 -88 0 0 0 0000
360 212 7 4 47 -115 -3 -1 -1 0000
365 202 7 4 66 -139 -3 2 2 0000
373 206 7 4 64 -86 -2 1 -1 0000
362 240 7 4 86 -47 1 -3 -1 0000
339 169 7 4 96 -46 -3 1 -1 0000
303 181 6 4 100 -93 1 0 1 0000
344 218 7 4 98 -55 2 0 1 0000
351 212 7 4 115 -45 1 -1 -2 0000
336 166 7 4 139 -47 -4 2 1 0000
360 243 7 4 135 -45 1 3 -2 0000
355 225 7 4 157 -31 3 -2 -1 0000
279 154 6 3 182 -65 -3 2 -2 0000
319 203 6 4 177 -38 -1 4 3 0000
261 161 5 3 206 -38 1 3 2 0000
308 164 6 4 206 6 3 -1 0 0000
282 192 6 3 229 -21 1 -4 1 0000
229 108 5 3 262 -63 0 0 1 0000
172 93 3 2 266 -12 4 1 0 0000
263 153 5 3 239 -9 -2 0 5 0000
199 117 4 2 269 -9 1 -1 1 0000
171 109 3 2 266 -17 0 3 4 0000
157 96 3 2 250 36 2 -1 -3 0000
212 128 4 3 276 -25 -1 -2 0 0000
234 122 5 3 278 32 2 2 -1 0000
152 87 3 2 281 4 2 2 4 0000
110 50 2 1 274 25 -2 -1 -1 0000
147 60 3 2 286 8 -3 1 0 0000
119 82 2 1 288 43 2 -2 0 0000
111 65 2 1 285 22 0 0 0 0000
94 80 2 1 307 -1 -3 1 0 0000
69 29 1 1 318 22 -2 -2 1 0000
120 98 2 1 310 64 2 0 -2 0000
46 42 1 1 291 -6 4 3 -1 0000
80 45 2 1 315 19 1 -1 -3 0000
37 2 1 0 291 12 -2 0 -1 0000
83 70 2 1 299 46 1 2 4 0000
-19 -49 0 0 273 62 1 -2 3 0000
22 -2 0 0 277 67 -3 0 1 0000
41 12 1 0 276 53 1 3 -2 0000
9 6 0 0 264 25 -2 3 -1 0000
3 -6 0 0 241 58 2 0 0 0000
-8 1 0 0 260 83 1 -1 0 0000
21 29 0 0 256 71 -3 -1 -1 0000
38 27 1 0 221 75 0 0 0 0000
-40 -39 -1 0 233 94 -2 2 2 0000
-4 -29 0 0 190 149 -1 1 3 0000
40 -1 1 0 201 111 0 0 4 0000
-53 -65 -1 -1 197 89 3 -1 -1 0000
-9 -2 0 0 192 105 1 0 0 0000
-20 -48 0 0 175 94 1 -1 3 0000
1 -27 0 0 164 131 4 2 4 0000
-54 -27 -1 -1 154 99 -3 -1 -1 0000
-24 24 0 0 147 87 0 3 -1 0000
-71 -67 -1 -1 129 131 2 1 2 0000
-45 -72 -1 -1 120 159 -1 -2 1 0000
-40 -64 -1 0 97 140 -1 3 2 0000
-84 -73 -2 -1 118 118 -1 3 -1 0000
4 16 0 0 87 142 1 1 2 0000
-46 -9 -1 -1 88 147 0 -3 0 0000
-44 -25 -1 -1 56 148 1 0 -1 0000
-55 -44 -1 -1 27 157 -2 -1 1 0000
-39 -11 -1 0 31 149 -3 0 -1 0000
-45 -24 -1 -1 35 194 -1 0 -2 0000
-64 -49 -1 -1 7 208 0 0 1 0000
-85 -46 -2 -1 -4 137 -2 -3 3 0000
-16 -26 0 0 -8 198 -2 -1 0 0000
-9 2 0 0 -40 178 -2 6 1 0000
-29 4 -1 0 -51 157 -5 -1 1 0000
-14 -14 0 0 -86 176 0 1 -1 0000
-89 -68 -2 -1 -66 223 2 -3 0 0000
-63 -55 -1 -1 -62 146 -3 1 1 0000
-37 4 -1 0 -103 193 2 -3 2 0000
-50 -41 -1 -1 -120 222 -3 -3 3 0000
-63 -17 -1 -1 -92 188 -2 1 2 0000
-74 -36 -1 -1 -100 223 2 0 0 0000
-49 -70 -1 -1 -140 231 2 1 2 0000
-42 -26 -1 -1 -140 225 4 -3 -2 0000
-80 -42 -2 -1 -134 234 -2 -3 1 0000
-22 15 0 0 -147 227 0 0 1 0000
-58 19 -1 -1 -188 219 2 -1 4 0000
-2 -25 0 0 -194 245 3 1 0 0000
-73 -77 -1 -1 -206 244 -4 -1 -1 0000
-44 -26 -1 -1 -177 234 1 4 -2 0000
4 -30 0 0 -191 229 -2 1 0 0000
-48 -47 -1 -1 -185 232 4 1 -2 0000
-25 -44 0 0 -197 255 -1 2 -2 0000
-74 -71 -1 -1 -243 229 3 -2 -3 0000
-21 -28 0 0 -253 278 0 1 1 0000
-31 -60 -1 0 -227 263 2 3 -2 0000
-28 -44 -1 0 -265 269 2 -1 1 0000
-42 -3 -1 0 -238 275 3 0 -2 0000
-77 -72 -2 -1 -272 286 4 -2 -1 0000
-96 -49 -2 -1 -242 261 -4 -2 1 0000
-17 35 0 0 -281 271 2 0 2 0000
-1 22 0 0 -250 253 -2 0 -4 0000
-19 -20 0 0 -244 254 -1 -3 -1 0000
-42 5 -1 -1 -254 267 0 -1 2 0000
-77 -82 -2 -1 -256 314 3 -2 0 0000
-52 -22 -1 -1 -285 294 0 -1 -1 0000
-35 -34 -1 0 -264 296 -2 1 -1 0000
26 2 1 0 -277 300 2 -1 2 0000
-53 -47 -1 -1 -280 338 -1 4 5 0000
-19 -31 0 0 -284 297 -5 -3 -2 0000
-37 -36 -1 0 -263 294 0 1 0 0000
-78 -62 -2 -1 -278 327 2 3 2 0000
-28 -2 -1 0 -269 309 0 -1 0 0000
-67 -50 -1 -1 -299 312 1 1 2 0000
-18 -15 0 0 -273 328 -4 -1 3 0000
-19 -13 0 0 -292 320 -1 1 -2 0000
-39 -7 -1 0 -289 316 3 1 -3 0000
-43 -39 -1 -1 -296 329 0 -1 -1 0000
-35 -38 -1 0 -311 341 -2 -1 -1 0000
-11 5 0 0 -293 357 -1 1 0 0000
20 35 0 0 -292 335 -6 1 1 0000
-70 -67 -1 -1 -290 335 2 1 1 0000
-67 -37 -1 -1 -280 370 -2 -3 1 0000
14 8 0 0 -287 368 2 0 1 0000
-41 -54 -1 0 -268 348 1 1 0 0000
-58 -16 -1 -1 -285 364 -2 -1 3 0000
-24 -36 0 0 -319 370 1 3 -5 0000
20 -12 0 0 -311 370 -3 0 1 0000
-55 -11 -1 -1 -301 395 -3 2 -1 0000
-29 -29 -1 0 -270 340 -2 1 -2 0000
-24 -5 0 0 -307 384 1 -5 -1 0000
-48 -35 -1 -1 -266 387 -4 -3 2 0000
-3 -29 0 0 -266 373 0 1 -1 0000
-39 -34 -1 0 -295 371 1 -3 1 0000
-75 -34 -2 -1 -316 402 0 -2 -3 0000
-21 -39 0 0 -287 411 1 -1 0 0000
-18 37 0 0 -302 426 -1 -1 2 0000
-33 -13 -1 0 -296 422 3 -3 2 0000
-32 -62 -1 0 -309 455 0 1 -1 0000
-22 -34 0 0 -307 413 1 0 -1 0000
-56 -33 -1 -1 -321 395 -1 2 2 0000
-82 -69 -2 -1 -284 421 1 1 0 0000
-156 -81 -3 -2 -304 382 3 3 2 0000
-106 -87 -2 -1 -328 435 -3 -5 -1 0000
-177 -125 -4 -2 -301 407 1 -2 1 0000
-188 -104 -4 -2 -312 443 0 -1 0 0000
-248 -160 -5 -3 -269 447 1 -1 -2 0000
-305 -183 -6 -4 -290 427 -3 -3 4 0000
-355 -197 -7 -4 -317 420 -2 -2 2 0000
-289 -142 -6 -3 -341 397 -3 0 -1 0000
-245 -114 -5 -3 -295 395 2 0 3 0000
-255 -136 -5 -3 -295 410 -2 0 1 0000
-180 -120 -4 -2 -305 431 0 1 2 0000
-84 -60 -2 -1 -292 426 -2 -1 0 0000
-58 -10 -1 -1 -320 416 -4 0 0 0000
120 39 2 1 -289 423 3 -2 -2 0000
341 225 7 4 -306 411 -2 -1 1 0000
671 423 13 8 -303 402 0 -3 2 0000
1013 602 20 12 -299 443 3 2 0 0000
1366 820 27 16 -257 447 0 2 0 0000
1650 986 33 20 -305 475 2 0 5 0000
1790 1071 36 21 -288 439 0 0 3 0001
1631 961 33 20 -302 459 -1 2 0 0000
1363 838 27 16 -277 469 -4 1 -1 0000
996 611 20 12 -281 497 -1 2 3 0000
588 326 12 7 -267 446 4 2 2 0000
278 187 6 3 -284 442 -2 0 -3 0000
29 15 1 0 -281 478 0 1 0 0000
-149 -107 -3 -2 -273 455 0 1 0 0000
-206 -125 -4 -2 -256 466 -2 -1 2 0000
-270 -154 -5 -3 -257 458 -5 0 -2 0000
-291 -133 -6 -3 -276 437 -2 -5 -3 0000
-222 -126 -4 -3 -273 466 2 2 4 0000
-249 -152 -5 -3 -275 457 -1 2 0 0000
-204 -132 -4 -2 -234 489 2 -2 -3 0000
-188 -128 -4 -2 -270 437 1 -1 0 0000
-55 -14 -1 -1 -224 447 1 -2 0 0000
-25 -17 -1 0 -235 453 -2 -1 -1 0000
12 41 0 0 -220 452 0 -1 -3 0000
62 28 1 1 -246 478 2 -1 1 0000
87 46 2 1 -191 490 1 1 -1 0000
70 57 1 1 -177 474 1 -2 0 0000
158 104 3 2 -207 479 -2 -5 2 0000
113 67 2 1 -171 496 2 0 -1 0000
121 76 2 1 -187 537 2 1 -1 0000
134 45 3 2 -194 501 2 2 0 0000
117 83 2 1 -173 431 2 1 3 0000
202 148 4 2 -143 472 0 2 -5 0000
181 87 4 2 -158 467 -4 -2 -1 0000
227 119 5 3 -126 469 -1 0 -3 0000
174 134 3 2 -165 552 0 0 -2 0000
223 147 4 3 -121 513 -2 1 -3 0000
257 179 5 3 -88 465 1 5 2 0000
237 145 5 3 -97 480 0 0 -1 0000
304 199 6 4 -88 479 2 -1 -4 0000
218 158 4 3 -69 536 0 4 -1 0000
288 198 6 3 -71 531 0 -2 -1 0000
314 174 6 4 -87 460 -1 0 1 0000
282 170 6 3 -54 462 -1 -3 -1 0000
303 187 6 4 -21 536 -1 2 3 0000
301 188 6 4 -15 514 -1 6 2 0000
344 215 7 4 -29 472 -1 2 -1 0000
365 209 7 4 -8 500 -2 4 -4 0000
322 219 6 4 20 485 2 1 3 0000
390 218 8 5 2 492 0 1 0 0000
322 223 6 4 18 466 -3 0 3 0000
374 203 7 4 47 495 0 1 1 0000
347 205 7 4 64 509 2 2 0 0000
364 234 7 4 81 499 1 -2 -6 0000
324 190 6 4 92 520 2 2 -3 0000
366 201 7 4 74 492 -2 -3 1 0000
356 184 7 4 127 510 1 0 -2 0000
349 226 7 4 129 516 0 1 -1 0000
336 207 7 4 145 503 4 0 -1 0000
283 172 6 3 132 477 -3 2 0 0000
313 186 6 4 196 537 1 -1 2 0000
302 193 6 4 170 489 -1 -1 2 0000
284 179 6 3 199 544 2 0 -1 0000
293 172 6 4 192 497 5 3 0 0000
286 194 6 3 190 495 -5 2 1 0000
307 199 6 4 198 470 0 4 1 0000
261 138 5 3 232 513 -2 5 3 0000
210 122 4 3 252 489 -1 0 -2 0000
208 99 4 2 228 503 1 0 -4 0000
198 93 4 2 254 508 3 -5 3 0000
209 141 4 3 246 521 -1 3 0 0000
201 142 4 2 283 501 0 0 -3 0000
165 144 3 2 283 463 -1 5 5 0000
147 93 3 2 275 515 0 -3 -1 0000
122 59 2 1 314 463 1 0 1 0000
69 44 1 1 267 510 4 0 -1 0000
102 19 2 1 295 510 1 -1 -1 0000
94 46 2 1 319 484 0 -4 1 0000
85 21 2 1 309 496 1 -3 0 0000
69 39 1 1 290 470 2 1 1 0000
56 73 1 1 294 494 -1 3 1 0000
28 34 1 0 305 504 -1 3 -2 0000
23 4 0 0 320 570 1 1 1 0000
-17 -25 0 0 325 469 -1 2 3 0000
80 50 2 1 300 461 -1 2 1 0000
33 11 1 0 289 457 3 0 2 0000
-8 15 0 0 276 524 -2 -3 0 0000
-7 -14 0 0 305 490 -1 1 0 0000
17 -26 0 0 269 475 -2 3 1 0000
10 0 0 0 268 453 -3 4 1 0000
-46 -30 -1 -1 253 509 3 -1 -4 0000
0 13 0 0 231 507 -1 2 -2 0000
-25 -34 0 0 263 479 0 0 0 0000
-42 -28 -1 -1 238 478 2 0 4 0000
-31 -19 -1 0 219 501 4 4 -3 0000
-19 14 0 0 217 418 -1 -1 1 0000
9 21 0 0 195 504 1 3 -1 0000
-78 -3 -2 -1 221 446 3 -1 1 0000
-61 -19 -1 -1 229 461 1 2 -1 0000
-89 -72 -2 -1 155 440 -2 -2 -1 0000
-53 -86 -1 -1 166 478 2 -3 2 0000
-14 -9 0 0 169 487 1 -1 0 0000
-10 -10 0 0 145 449 0 -2 -1 0000
-3 -11 0 0 125 460 1 -1 -2 0000
-24 12 0 0 122 442 1 0 2 0000
-22 -3 0 0 136 443 4 -1 -3 0000
-79 -50 -2 -1 85 478 2 0 -3 0000
-61 -37 -1 -1 80 475 1 1 1 0000
-6 37 0 0 58 471 -1 2 -2 0000
-65 -77 -1 -1 37 446 1 4 -2 0000
-31 -55 -1 0 42 466 2 1 -2 0000
-62 -29 -1 -1 27 459 -1 -1 -3 0000
-57 -29 -1 -1 15 442 -1 -4 2 0000
-74 -24 -1 -1 -3 441 0 0 -1 0000
-54 -45 -1 -1 -37 444 1 4 1 0000
-42 -6 -1 -1 -16 467 -3 0 -2 0000
-40 -8 -1 0 -32 411 0 0 -1 0000
-39 -45 -1 0 -18 481 -5 1 2 0000
-48 -41 -1 -1 -75 441 -1 -1 0 0000
-50 7 -1 -1 -44 435 0 1 2 0000
-12 -35 0 0 -64 444 2 -2 1 0000
-46 -28 -1 -1 -112 431 2 1 0 0000
-42 -2 -1 -1 -110 396 0 1 -1 0000
-4 -1 0 0 -112 439 -1 4 -3 0000
-67 -48 -1 -1 -132 435 0 1 2 0000
-74 -21 -1 -1 -180 392 1 -3 -2 0000
-13 -24 0 0 -123 443 -1 -2 2 0000
28 15 1 0 -144 416 -2 -1 -1 0000
-44 -11 -1 -1 -164 403 1 0 -2 0000
-12 -18 0 0 -165 440 -1 0 -1 0000
-71 -33 -1 -1 -208 390 2 1 0 0000
-62 -9 -1 -1 -185 391 1 -3 0 0000
-15 -18 0 0 -169 412 2 3 1 0000
-81 12 -2 -1 -191 408 -3 -1 1 0000
-77 -54 -2 -1 -224 367 1 -1 0 0000
9 23 0 0 -227 420 2 -1 2 0000
-96 -28 -2 -1 -225 438 1 -2 -3 0000
-22 -19 0 0 -241 386 1 1 1 0000
-10 -16 0 0 -226 417 3 -3 2 0000
-7 -33 0 0 -211 402 -2 2 -1 0000
-44 -14 -1 -1 -246 354 0 -1 -2 0000
-39 2 -1 0 -255 376 -4 0 0 0000
-35 -60 -1 0 -232 398 1 -1 -2 0000
-35 -12 -1 0 -253 401 -3 1 1 0000
-47 -3 -1 -1 -251 402 1 -2 3 0000
-64 -15 -1 -1 -251 421 1 0 2 0000
-40 8 -1 0 -261 344 -1 1 1 0000
-20 -9 0 0 -237 345 2 -1 -1 0000
-39 -50 -1 0 -279 379 -3 0 -2 0000
-46 -20 -1 -1 -261 376 2 -1 -1 0000
-48 -16 -1 -1 -267 357 -2 -2 -1 0000
-89 -37 -2 -1 -290 377 -3 -1 2 0000
-21 -21 0 0 -269 352 -2 5 -1 0000
-39 14 -1 0 -259 360 0 -2 3 0000
-34 -3 -1 0 -302 378 -1 1 2 0000
-39 -27 -1 0 -252 371 -1 -1 3 0000
-45 -9 -1 -1 -303 353 -1 1 -1 0000
-28 12 -1 0 -281 290 -1 0 2 0000
-21 -53 0 0 -285 324 3 2 1 0000
-120 -53 -2 -1 -296 371 -3 4 1 0000
-30 22 -1 0 -296 334 1 0 -2 0000
-14 -14 0 0 -280 372 -1 2 3 0000
-61 -49 -1 -1 -295 300 2 4 0 0000
-23 -2 0 0 -300 352 2 -1 1 0000
-2 1 0 0 -287 327 -2 0 -2 0000
-5 0 0 0 -291 295 2 -3 2 0000
-92 -35 -2 -1 -273 344 3 -1 -1 0000
-133 -63 -3 -2 -297 293 -1 -3 1 0000
-44 -46 -1 -1 -283 305 0 -1 -4 0000
-33 -25 -1 0 -288 263 -2 -2 2 0000
-34 -23 -1 0 -259 309 -1 -3 -1 0000
-23 -11 0 0 -296 291 0 -1 2 0000
-91 -40 -2 -1 -309 272 0 -1 1 0000
-64 -46 -1 -1 -306 291 -1 0 -2 0000
-25 -36 -1 0 -304 319 -6 -1 2 0000
-73 -53 -1 -1 -256 287 0 -1 0 0000
-16 -27 0 0 -279 241 -2 1 -1 0000
-37 -58 -1 0 -316 321 -2 1 5 0000
16 16 0 0 -307 262 2 -2 0 0000
-42 -42 -1 -1 -308 259 2 -2 0 0000
-50 -65 -1 -1 -272 265 0 1 -3 0000
-36 -13 -1 0 -291 313 3 2 1 0000
-104 -65 -2 -1 -287 232 3 2 0 0000
-38 -8 -1 0 -292 272 3 5 2 0000
-61 6 -1 -1 -274 271 -1 -1 -1 0000
-43 -34 -1 -1 -299 240 -1 2 0 0000
-76 -25 -2 -1 -300 248 3 1 0 0000
-157 -111 -3 -2 -306 231 -2 -2 2 0000
-186 -117 -4 -2 -292 245 -1 -2 2 0000
-254 -164 -5 -3 -294 263 -1 2 -2 0000
-223 -157 -4 -3 -285 250 1 1 1 0000
-286 -198 -6 -3 -303 220 -3 -1 0 0000
-328 -132 -7 -4 -311 263 1 -2 -2 0000
-252 -195 -5 -3 -317 203 -4 -1 -5 0000
-227 -142 -5 -3 -298 224 2 -3 -4 0000
-186 -141 -4 -2 -297 234 2 0 -1 0000
-115 -90 -2 -1 -285 247 0 -1 0 0000
-16 -11 0 0 -293 189 1 -2 2 0000
152 61 3 2 -255 223 0 1 1 0000
361 200 7 4 -274 195 0 2 -2 0000
718 416 14 9 -298 222 1 2 2 0000
1045 620 21 13 -305 186 2 3 -1 0000
1428 823 29 17 -301 171 2 2 -1 0000
1638 926 33 20 -283 208 2 3 2 0000
1707 1009 34 20 -276 141 2 -3 1 0001
1663 1013 33 20 -289 171 -1 -1 2 0000
1353 804 27 16 -254 214 -1 3 1 0000
929 544 19 11 -254 188 -2 1 0 0000
635 408 13 8 -263 174 1 -2 2 0000
319 188 6 4 -285 137 2 2 0 0000
83 33 2 1 -254 188 4 -2 -1 0000
-142 -69 -3 -2 -278 128 -1 -2 0 0000
-223 -148 -4 -3 -242 92 1 -2 2 0000
-213 -130 -4 -3 -245 201 3 2 0 0000
-264 -152 -5 -3 -258 143 -2 -4 -1 0000
-280 -166 -6 -3 -259 157 3 -3 -2 0000
-194 -118 -4 -2 -206 142 0 1 0 0000
-184 -137 -4 -2 -259 109 1 -3 -1 0000
-163 -92 -3 -2 -260 134 0 4 5 0000
-113 -48 -2 -1 -227 112 -1 1 0 0000
-32 8 -1 0 -247 111 0 -3 3 0000
31 24 1 0 -227 129 1 -2 -2 0000
59 30 1 1 -251 91 -3 0 0 0000
87 28 2 1 -235 116 -2 1 4 0000
61 27 1 1 -224 81 1 -2 -2 0000
125 68 2 1 -194 117 0 1 -1 0000
148 99 3 2 -204 73 0 1 -2 0000
90 70 2 1 -209 121 2 -1 -1 0000
211 101 4 3 -191 83 1 -1 -2 0000
186 83 4 2 -166 59 -2 3 -2 0000
192 100 4 2 -151 58 -3 -2 -1 0000
185 157 4 2 -159 68 1 1 1 0000
193 142 4 2 -159 77 2 -1 -1 0000
190 129 4 2 -149 18 2 0 1 0000
223 127 4 3 -124 67 1 -1 2 0000
254 169 5 3 -112 53 1 -1 -2 0000
238 146 5 3 -124 49 1 0 3 0000
257 158 5 3 -108 53 -2 0 3 0000
242 147 5 3 -92 57 -2 -2 0 0000
268 161 5 3 -61 19 -2 -2 0 0000
331 196 7 4 -49 25 -1 -2 2 0000
258 144 5 3 -60 45 -2 0 -2 0000
322 210 6 4 -41 34 -2 -4 0 0000
313 186 6 4 -16 35 -1 0 2 0000
336 248 7 4 15 6 -2 1 1 0000
371 231 7 4 -9 -13 -5 0 1 0000
335 179 7 4 2 15 -1 3 0 0000
341 228 7 4 30 1 -3 -1 2 0000
338 222 7 4 31 -37 -2 -2 1 0000
333 204 7 4 60 -19 1 -2 1 0000
368 205 7 4 42 24 -1 -1 2 0000
347 196 7 4 89 -39 -1 -1 0 0000
335 192 7 4 112 24 2 1 -1 0000
336 204 7 4 90 -29 -3 -1 -1 0000
335 219 7 4 93 -21 3 1 1 0000
369 220 7 4 133 -61 -1 1 -2 0000
280 146 6 3 129 -57 -2 2 2 0000
317 204 6 4 147 -41 2 2 2 0000
280 159 6 3 163 -89 -1 1 -1 0000
296 156 6 4 141 -27 0 0 -1 0000
289 159 6 3 211 -65 -1 -1 -2 0000
299 190 6 4 172 -74 2 1 1 0000
250 175 5 3 226 -42 3 0 -2 0000
223 137 4 3 215 -94 3 -2 -1 0000
266 137 5 3 242 -73 1 -4 3 0000
177 107 4 2 232 -99 -2 1 0 0000
274 178 5 3 247 -95 -2 0 1 0000
149 92 3 2 252 -86 0 0 -1 0000
208 114 4 2 276 -96 -1 -3 1 0000
215 170 4 3 254 -74 0 2 0 0000
98 18 2 1 268 -112 -1 -1 3 0000
90 55 2 1 280 -74 -1 -1 -2 0000
168 98 3 2 311 -126 4 -3 -3 0000
95 74 2 1 299 -133 2 0 -3 0000
112 65 2 1 285 -96 1 -2 -3 0000
221 152 4 3 299 -117 0 0 -3 0000
76 13 2 1 308 -154 0 0 1 0000
74 65 1 1 291 -121 0 -1 -1 0000
15 -7 0 0 295 -127 -1 0 -1 0000
65 26 1 1 305 -136 1 -3 1 0000
-8 -5 0 0 294 -117 -1 2 -2 0000
56 49 1 1 295 -162 3 -1 1 0000
-26 -3 -1 0 290 -184 1 -2 -1 0000
-19 1 0 0 284 -196 -1 -1 1 0000
-15 21 0 0 303 -163 -2 0 -1 0000
27 2 1 0 273 -133 0 0 0 0000
41 6 1 0 278 -163 0 -1 1 0000
26 5 1 0 286 -127 3 2 -1 0000
-57 -36 -1 -1 262 -126 -1 4 1 0000
-26 -24 -1 0 253 -175 1 1 1 0000
-39 -35 -1 0 241 -176 -1 1 -1 0000
-66 -10 -1 -1 237 -170 0 -3 3 0000
-27 -52 -1 0 191 -191 0 2 0 0000
-6 39 0 0 215 -202 3 -1 1 0000
-21 -13 0 0 204 -155 -3 1 -2 0000
12 41 0 0 193 -181 2 -3 -2 0000
-37 -2 -1 0 175 -202 1 -1 -1 0000
-51 13 -1 -1 191 -173 -1 3 -3 0000
-35 6 -1 0 161 -199 -1 1 -3 0000
-55 -30 -1 -1 155 -238 3 -1 0 0000
-37 -56 -1 0 135 -198 0 -1 1 0000
-51 -19 -1 -1 129 -231 0 -3 0 0000
-41 -10 -1 0 141 -210 1 0 0 0000
-70 -38 -1 -1 143 -239 3 4 3 0000
-39 -44 -1 0 72 -243 -1 2 1 0000
-7 -17 0 0 93 -266 2 -1 0 0000
-108 -78 -2 -1 61 -220 2 -2 0 0000
-73 -56 -1 -1 51 -223 2 1 4 0000
-47 -19 -1 -1 60 -235 -5 1 0 0000
-78 -41 -2 -1 15 -249 3 1 0 0000
-21 -10 0 0 2 -271 -3 1 1 0000
-54 -63 -1 -1 -16 -232 1 1 0 0000
-35 -49 -1 0 -37 -253 1 -6 3 0000
-47 -36 -1 -1 -22 -278 -2 2 -4 0000
-106 -69 -2 -1 -19 -298 -3 4 0 0000
-96 -49 -2 -1 -51 -267 -1 3 1 0000
-41 -47 -1 0 -64 -243 1 -3 -2 0000
-54 -12 -1 -1 -88 -306 0 -3 -1 0000
-22 18 0 0 -103 -274 3 -2 4 0000
-22 7 0 0 -94 -295 -2 2 -1 0000
-103 -43 -2 -1 -114 -313 -1 2 2 0000
-54 -62 -1 -1 -131 -261 0 -3 1 0000
-33 -26 -1 0 -125 -298 -1 -2 -1 0000
-28 -31 -1 0 -129 -331 0 0 -3 0000
-27 -3 -1 0 -145 -306 -1 -2 -1 0000
-34 -35 -1 0 -142 -296 -2 -2 0 0000
9 7 0 0 -157 -296 2 1 0 0000
-93 -62 -2 -1 -167 -316 -1 -1 -3 0000
-91 -56 -2 -1 -166 -294 4 -4 1 0000
-81 -50 -2 -1 -164 -311 -1 -2 2 0000
-20 -2 0 0 -205 -312 0 3 1 0000
6 -5 0 0 -221 -315 3 2 0 0000
-49 -43 -1 -1 -200 -341 0 4 0 0000
-79 1 -2 -1 -207 -353 5 0 1 0000
-83 -102 -2 -1 -233 -344 3 0 -2 0000
-24 -15 0 0 -230 -311 3 0 0 0000
-40 -19 -1 0 -208 -334 -2 -3 0 0000
-40 -41 -1 0 -235 -325 3 0 1 0000
-115 -57 -2 -1 -188 -353 1 1 2 0000
-113 -47 -2 -1 -241 -343 -1 1 -2 0000
-42 -48 -1 -1 -252 -338 -1 -2 0 0000
11 17 0 0 -250 -386 -3 1 3 0000
-51 -26 -1 -1 -247 -355 2 -3 3 0000
-31 -9 -1 0 -285 -321 -3 2 0 0000
-43 -16 -1 -1 -226 -386 -2 3 -2 0000
-94 -56 -2 -1 -256 -343 0 -2 -2 0000
-13 -49 0 0 -288 -383 1 1 2 0000
-12 -10 0 0 -264 -346 0 0 0 0000
1 -1 0 0 -274 -369 -1 -1 1 0000
-93 -42 -2 -1 -283 -371 1 2 1 0000
-75 -43 -1 -1 -277 -383 0 0 4 0000
20 -26 0 0 -271 -384 4 0 2 0000
-105 -47 -2 -1 -283 -363 4 2 -4 0000
-63 -80 -1 -1 -278 -380 0 1 4 0000
-29 -18 -1 0 -307 -376 2 -2 -1 0000
-41 -6 -1 0 -264 -433 2 4 0 0000
-41 1 -1 0 -290 -382 5 -2 1 0000
-75 -71 -1 -1 -281 -386 0 2 -2 0000
-25 9 0 0 -291 -423 3 1 -2 0000
-94 -37 -2 -1 -276 -437 1 0 1 0000
-66 -35 -1 -1 -255 -386 -1 -1 -1 0000
-57 -41 -1 -1 -289 -415 1 -2 2 0000
-77 -62 -2 -1 -301 -432 -1 2 1 0000
-23 0 0 0 -296 -423 1 0 -1 0000
-51 -36 -1 -1 -265 -465 -2 0 1 0000
-28 -55 -1 0 -306 -417 2 2 3 0000
-46 -11 -1 -1 -290 -406 0 0 1 0000
-62 -50 -1 -1 -290 -395 0 -1 -1 0000
-26 -14 -1 0 -270 -392 0 -2 -1 0000
11 28 0 0 -302 -461 1 0 0 0000
-27 11 -1 0 -320 -447 -1 2 1 0000
-23 15 0 0 -286 -476 3 -1 -2 0000
-51 -48 -1 -1 -295 -416 0 2 -1 0000
-13 2 0 0 -261 -408 -1 2 0 0000
-46 -26 -1 -1 -306 -453 -3 0 -2 0000
-39 -50 -1 0 -280 -463 -2 1 0 0000
-43 -28 -1 -1 -295 -432 2 -4 -6 0000
-66 -6 -1 -1 -309 -465 4 0 -3 0000
-33 -30 -1 0 -315 -459 -2 -1 2 0000
-100 -52 -2 -1 -322 -448 1 3 0 0000
-69 -41 -1 -1 -338 -442 5 1 2 0000
-106 -59 -2 -1 -284 -444 0 1 -1 0000
-125 -100 -3 -2 -294 -462 1 -3 -1 0000
-93 -89 -2 -1 -277 -486 1 3 -2 0000
-173 -108 -3 -2 -279 -490 -1 0 0 0000
-166 -101 -3 -2 -328 -506 -2 -4 3 0000
-209 -117 -4 -3 -288 -432 2 -2 0 0000
-282 -175 -6 -3 -287 -479 2 0 -3 0000
-321 -202 -6 -4 -264 -483 2 1 -2 0000
-276 -155 -6 -3 -311 -472 -2 -3 -1 0000
-285 -155 -6 -3 -274 -467 4 0 4 0000
-298 -184 -6 -4 -312 -487 -4 -3 -3 0000
